Username,Gender,Age,Activity,Duration,Calories,Steps,Mood,Date
john39@icloud.com,Male,21,gym,17,208.05,0,Tired,5/5/2024
sophia33@outlook.com,Female,46,running,109,895.36,3263,Energetic,12/25/2024
james35@icloud.com,Male,38,running,95,669.0,12201,Sad,9/4/2024
john40@hotmail.com,Male,62,gym,34,365.69,0,Neutral,3/16/2024
john41@icloud.com,Male,40,swimming,34,646.13,0,Happy,3/16/2024
olivia32@hotmail.com,Female,64,running,17,635.86,5868,Neutral,5/2/2024
emily37@hotmail.com,Female,46,cycling,119,273.85,0,Energetic,1/25/2024
john42@gmail.com,Male,57,running,56,662.85,10785,Sad,7/7/2024
john43@outlook.com,Male,24,Yoga,39,133.94,0,Energetic,11/16/2024
olivia33@icloud.com,Female,56,swimming,24,61.12,0,Energetic,2/15/2024
james36@icloud.com,Male,63,walking,120,574.39,8667,Happy,12/3/2024
david40@gmail.com,Male,24,swimming,44,501.91,0,Neutral,9/22/2024
david41@outlook.com,Male,24,swimming,88,354.27,0,Energetic,2/6/2024
michael39@yahoo.com,Male,40,cycling,85,892.74,0,Tired,7/25/2024
sophia34@icloud.com,Female,42,gym,110,265.98,0,Energetic,7/1/2024
david42@gmail.com,Male,37,walking,53,886.74,3519,Tired,1/25/2024
david43@yahoo.com,Male,24,walking,73,352.31,2267,Tired,6/19/2024
ava48@outlook.com,Female,54,running,108,115.62,5319,Energetic,3/16/2024
emily38@hotmail.com,Female,20,swimming,118,539.84,0,Happy,6/12/2024
emily39@yahoo.com,Female,59,gym,16,588.8,0,Energetic,1/10/2024
olivia34@outlook.com,Female,27,walking,101,671.84,6436,Energetic,10/19/2024
james37@yahoo.com,Male,26,cycling,25,454.48,0,Happy,9/13/2024
michael40@gmail.com,Male,48,gym,40,464.68,0,Tired,4/18/2024
emily40@outlook.com,Female,45,cycling,102,835.52,0,Happy,11/14/2024
ava49@outlook.com,Female,37,running,59,573.79,13153,Energetic,10/5/2024
olivia35@hotmail.com,Female,64,walking,29,678.64,3982,Sad,3/28/2024
emily41@outlook.com,Female,46,Yoga,17,332.1,0,Sad,4/7/2024
ava50@gmail.com,Female,62,swimming,100,65.63,0,Sad,1/9/2024
ava51@outlook.com,Female,21,Yoga,98,853.4,0,Energetic,11/9/2024
emily42@outlook.com,Female,36,swimming,64,246.49,0,Sad,12/4/2024
emily43@icloud.com,Female,30,gym,73,526.58,0,Happy,1/8/2024
michael41@gmail.com,Male,40,swimming,60,352.07,0,Neutral,9/9/2024
john44@icloud.com,Male,32,running,58,812.6,10763,Neutral,2/24/2024
sophia35@yahoo.com,Female,33,gym,34,412.5,0,Sad,6/15/2024
david44@yahoo.com,Male,26,cycling,103,649.37,0,Neutral,7/25/2024
olivia36@gmail.com,Female,53,gym,107,150.63,0,Neutral,12/1/2024
ava52@icloud.com,Female,56,gym,93,246.27,0,Neutral,11/1/2024
david45@yahoo.com,Male,63,swimming,62,206.38,0,Energetic,8/5/2024
john45@icloud.com,Male,44,running,110,620.64,3323,Neutral,2/6/2024
emma34@outlook.com,Female,47,running,69,394.14,685,Sad,12/27/2024
ava53@outlook.com,Female,51,walking,72,438.37,14381,Happy,4/17/2024
james38@outlook.com,Male,30,cycling,71,388.33,0,Tired,8/6/2024
david46@outlook.com,Male,47,swimming,72,126.87,0,Happy,3/25/2024
james39@outlook.com,Male,38,Yoga,18,202.05,0,Neutral,8/3/2024
michael42@gmail.com,Male,23,walking,105,431.99,5946,Happy,9/23/2024
michael43@icloud.com,Male,53,Yoga,20,703.02,0,Tired,10/28/2024
michael44@icloud.com,Male,44,cycling,54,670.64,0,Tired,11/6/2024
ava54@outlook.com,Female,18,Yoga,78,777.1,0,Happy,10/16/2024
james40@yahoo.com,Male,23,gym,91,55.59,0,Sad,5/20/2024
michael45@gmail.com,Male,21,swimming,59,81.21,0,Happy,11/19/2024
john46@yahoo.com,Male,44,running,35,621.28,10012,Sad,10/26/2024
olivia37@icloud.com,Female,23,cycling,56,363.28,0,Happy,7/27/2024
daniel40@outlook.com,Male,51,Yoga,82,228.37,0,Sad,1/4/2024
emily44@outlook.com,Female,64,swimming,92,843.81,0,Tired,7/20/2024
ava55@hotmail.com,Female,26,gym,87,471.94,0,Energetic,8/26/2024
sophia36@hotmail.com,Female,25,walking,74,581.64,1932,Neutral,10/14/2024
olivia38@outlook.com,Female,43,swimming,87,573.59,0,Neutral,4/11/2024
emma35@yahoo.com,Female,59,running,76,182.08,7546,Sad,6/15/2024
david47@gmail.com,Male,54,swimming,101,318.18,0,Happy,4/19/2024
olivia39@yahoo.com,Female,27,cycling,18,338.28,0,Sad,3/19/2024
daniel41@yahoo.com,Male,63,walking,49,401.79,8143,Neutral,6/15/2024
michael46@icloud.com,Male,41,walking,114,221.78,1517,Energetic,9/1/2024
olivia40@yahoo.com,Female,64,gym,54,709.2,0,Happy,9/22/2024
james41@yahoo.com,Male,18,cycling,20,633.99,0,Happy,6/15/2024
daniel42@icloud.com,Male,54,cycling,96,808.32,0,Neutral,4/10/2024
emily45@icloud.com,Female,27,running,50,147.29,10206,Sad,9/4/2024
john47@icloud.com,Male,42,walking,26,412.5,2932,Sad,10/21/2024
daniel43@icloud.com,Male,30,swimming,112,620.24,0,Happy,8/19/2024
emma36@icloud.com,Female,47,cycling,102,597.76,0,Energetic,8/8/2024
emma37@gmail.com,Female,36,cycling,92,538.48,0,Happy,7/27/2024
emily46@hotmail.com,Female,52,Yoga,66,551.96,0,Sad,4/18/2024
sophia37@hotmail.com,Female,45,gym,115,340.87,0,Neutral,3/22/2024
emma38@gmail.com,Female,55,gym,74,326.57,0,Energetic,3/10/2024
michael47@gmail.com,Male,46,gym,52,381.49,0,Energetic,4/7/2024
daniel44@yahoo.com,Male,63,cycling,26,545.32,0,Sad,7/28/2024
olivia41@gmail.com,Female,43,Yoga,70,513.35,0,Neutral,8/5/2024
james42@hotmail.com,Male,36,swimming,31,164.14,0,Happy,3/24/2024
michael48@outlook.com,Male,26,swimming,118,403.48,0,Sad,7/20/2024
emma39@outlook.com,Female,40,running,38,411.06,121,Sad,8/28/2024
david48@outlook.com,Male,20,walking,87,460.78,6038,Happy,10/16/2024
david49@yahoo.com,Male,47,gym,25,494.85,0,Happy,4/16/2024
david50@hotmail.com,Male,57,walking,58,504.78,176,Energetic,8/17/2024
olivia42@icloud.com,Female,36,running,19,640.79,9791,Tired,12/26/2024
michael49@icloud.com,Male,60,cycling,118,676.77,0,Tired,8/3/2024
daniel45@outlook.com,Male,57,cycling,50,779.18,0,Happy,10/6/2024
olivia43@yahoo.com,Female,34,swimming,45,462.18,0,Sad,1/11/2024
michael50@outlook.com,Male,44,Yoga,45,611.57,0,Neutral,4/19/2024
emily47@gmail.com,Female,28,Yoga,66,454.8,0,Sad,4/13/2024
david51@gmail.com,Male,18,cycling,117,431.5,0,Tired,9/22/2024
olivia44@yahoo.com,Female,57,swimming,49,334.72,0,Happy,5/21/2024
sophia38@yahoo.com,Female,63,walking,26,777.97,2128,Energetic,11/25/2024
emily48@yahoo.com,Female,34,cycling,74,611.41,0,Energetic,5/25/2024
olivia45@yahoo.com,Female,28,walking,50,710.54,6271,Energetic,6/2/2024
emily49@outlook.com,Female,30,gym,65,201.68,0,Happy,3/18/2024
emma40@yahoo.com,Female,24,walking,24,109.85,11920,Tired,8/1/2024
john48@yahoo.com,Male,35,running,104,330.36,6411,Sad,1/17/2024
james43@yahoo.com,Male,52,running,15,376.76,11292,Energetic,2/19/2024
daniel46@gmail.com,Male,21,swimming,97,127.07,0,Tired,2/27/2024
michael51@hotmail.com,Male,42,swimming,39,304.04,0,Happy,11/23/2024
david52@gmail.com,Male,19,walking,58,97.65,12906,Happy,7/4/2024
david53@gmail.com,Male,55,running,24,81.35,2319,Energetic,11/1/2024
michael52@hotmail.com,Male,29,swimming,21,818.96,0,Happy,8/20/2024
emily50@hotmail.com,Female,49,gym,117,573.28,0,Neutral,7/11/2024
olivia46@gmail.com,Female,61,gym,84,166.73,0,Neutral,1/19/2024
james44@yahoo.com,Male,62,cycling,85,190.26,0,Tired,1/5/2024
michael53@gmail.com,Male,49,walking,15,56.14,1460,Tired,5/14/2024
michael54@gmail.com,Male,27,swimming,49,494.62,0,Neutral,3/20/2024
ava56@icloud.com,Female,58,cycling,59,405.97,0,Neutral,4/4/2024
david54@icloud.com,Male,47,swimming,99,226.89,0,Neutral,2/26/2024
emma41@gmail.com,Female,28,swimming,20,95.92,0,Tired,4/14/2024
emma42@hotmail.com,Female,24,swimming,21,836.13,0,Neutral,1/16/2024
emma43@gmail.com,Female,44,running,110,625.32,5336,Neutral,2/11/2024
sophia40@outlook.com,Female,32,walking,75,547.33,890,Energetic,3/7/2024
